BillURL,SessionYr,BillName,BillCat,UKPB_Bill,UKPB_Act,RoyalAssent,RoyalAssentDate,StageName,StageDate,StageNumber,NumberofStages,firststage,firststagedate,StageLink
http://services.parliament.uk//bills/2007-08/adultswithautism.html,2007-08,Adults with Autism Bill,PMB-C,Yes,No,No,NA,1st Reading: House of Commons,20.05.2008,1,1,1st Reading: House of Commons,20.05.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm080520/debtext/80520-0004.htm#08052039000002
http://services.parliament.uk//bills/2007-08/alcohollabellinghl.html,2007-08,Alcohol Labelling Bill [HL],PMB-L,Yes,No,No,NA,1st Reading: House of Lords,22.11.2007,1,5,1st Reading: House of Lords,22.11.2007,http://www.publications.parliament.uk/pa/ld200708/ldhansrd/text/71122-0002.htm#07112238000002
http://services.parliament.uk//bills/2007-08/alcohollabellinghl.html,2007-08,Alcohol Labelling Bill [HL],PMB-L,Yes,No,No,NA,2nd Reading: House of Lords,18.01.2008,2,5,1st Reading: House of Lords,22.11.2007,http://www.publications.parliament.uk/pa/ld200708/ldhansrd/text/80118-0001.htm#08011851000004
http://services.parliament.uk//bills/2007-08/alcohollabellinghl.html,2007-08,Alcohol Labelling Bill [HL],PMB-L,Yes,No,No,NA,Committee: 1st sitting: House of Lords,01.05.2008,3,5,1st Reading: House of Lords,22.11.2007,http://www.publications.parliament.uk/pa/ld200708/ldhansrd/text/80501-0013.htm#08050183000004
http://services.parliament.uk//bills/2007-08/alcohollabellinghl.html,2007-08,Alcohol Labelling Bill [HL],PMB-L,Yes,No,No,NA,Report stage: House of Lords,11.06.2008,4,5,1st Reading: House of Lords,22.11.2007,http://www.publications.parliament.uk/pa/ld200708/ldhansrd/text/80611-0011.htm#080611134000001
http://services.parliament.uk//bills/2007-08/alcohollabellinghl.html,2007-08,Alcohol Labelling Bill [HL],PMB-L,Yes,No,No,NA,3rd Reading: House of Lords,01.07.2008,5,5,1st Reading: House of Lords,22.11.2007,http://www.publications.parliament.uk/pa/ld200708/ldhansrd/text/80701-0002.htm#08070172000002
http://services.parliament.uk//bills/2007-08/alcoholsalesregulationofpricesandpromotion.html,2007-08,Alcohol Sales (Regulation of Prices and Promotion) Bill,PMB-C,Yes,No,No,NA,1st Reading: House of Commons,10.06.2008,1,1,1st Reading: House of Commons,10.06.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm080610/debtext/80610-0004.htm#08061081000001
http://services.parliament.uk//bills/2007-08/allotmentsplanning.html,2007-08,Allotments (Planning) Bill,PMB-C,Yes,No,No,NA,1st Reading: House of Commons,19.02.2008,1,1,1st Reading: House of Commons,19.02.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm080219/debtext/80219-0004.htm#08021984000004
http://services.parliament.uk//bills/2007-08/animalsact1971amendment.html,2007-08,Animals Act 1971 (Amendment) Bill,PMB-C,Yes,No,No,NA,1st Reading: House of Commons,05.12.2007,1,2,1st Reading: House of Commons,05.12.2007,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm071205/debtext/71205-0008.htm
http://services.parliament.uk//bills/2007-08/animalsact1971amendment.html,2007-08,Animals Act 1971 (Amendment) Bill,PMB-C,Yes,No,No,NA,2nd Reading: House of Commons,14.03.2008,2,2,1st Reading: House of Commons,05.12.2007,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm080314/debtext/80314-0001.htm#08031441000003
http://services.parliament.uk//bills/2007-08/armedforcesfederation.html,2007-08,Armed Forces (Federation) Bill,PMB-C,Yes,No,No,NA,1st Reading: House of Commons,13.05.2008,1,1,1st Reading: House of Commons,13.05.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm080513/debtext/80513-0006.htm#08051353000002
http://services.parliament.uk//bills/2007-08/autumnbankholiday.html,2007-08,Autumn Bank Holiday Bill,PMB-C,Yes,No,No,NA,1st Reading: House of Commons,04.03.2008,1,1,1st Reading: House of Commons,04.03.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm080304/debtext/80304-0004.htm#08030458000002
http://services.parliament.uk//bills/2007-08/bankholidaycontributionofpolishcitizens.html,2007-08,Bank Holiday (Contribution of Polish Citizens) Bill,PMB-C,Yes,No,No,NA,1st Reading: House of Commons,04.06.2008,1,1,1st Reading: House of Commons,04.06.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm080604/debtext/80604-0004.htm#08060476000002
http://services.parliament.uk//bills/2007-08/bankofenglandamendmenthl.html,2007-08,Bank of England (Amendment) Bill [HL],PMB-L,Yes,No,No,NA,1st Reading: House of Lords,29.10.2008,1,2,1st Reading: House of Lords,29.10.2008,http://www.publications.parliament.uk/pa/ld200708/ldhansrd/text/81029-0002.htm#08102937000002
http://services.parliament.uk//bills/2007-08/bankofenglandamendmenthl.html,2007-08,Bank of England (Amendment) Bill [HL],PMB-L,Yes,No,No,NA,2nd reading: House of Lords,Date to be announced,2,2,1st Reading: House of Lords,29.10.2008,NA
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,1st Reading: House of Commons,07.10.2008,1,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/pabills/no_debate.htm
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,2nd Reading: House of Commons,14.10.2008,2,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm081014/debtext/81014-0006.htm#08101459000001
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Programme motion: House of Commons,14.10.2008,3,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm081014/debtext/81014-0018.htm#08101497000002
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Money resolution: House of Commons,14.10.2008,4,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm081014/debtext/81014-0019.htm
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Carry Over motion: House of Commons,14.10.2008,5,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm081014/debtext/81014-0018.htm#08101497000002
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Committee: 1st sitting: House of Commons,21.10.2008,6,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmpublic/banking/081021/am/81021s01.htm
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Committee: 3rd sitting: House of Commons,23.10.2008,7,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmpublic/banking/081023/am/81023s01.htm
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Committee: 4th sitting: House of Commons,23.10.2008,8,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmpublic/banking/081023/pm/81023s01.htm
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Committee: 5th sitting: House of Commons,28.10.2008,9,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmpublic/banking/081028/am/81028s01.htm
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Committee: 6th sitting: House of Commons,28.10.2008,10,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmpublic/banking/081028/pm/81028s01.htm
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Committee: 7th sitting: House of Commons,30.10.2008,11,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmpublic/banking/081030/am/81030s01.htm
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Committee: 8th sitting: House of Commons,30.10.2008,12,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmpublic/banking/081030/pm/81030s01.htm
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Committee: 9th sitting: House of Commons,04.11.2008,13,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmpublic/banking/081104/am/81104s01.htm
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Committee: 10th sitting: House of Commons,04.11.2008,14,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmpublic/banking/081104/pm/81104s01.htm
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Committee: 11th sitting: House of Commons,06.11.2008,15,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmpublic/banking/081106/am/81106s01.htm
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Committee: 12th sitting: House of Commons,06.11.2008,16,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmpublic/banking/081106/pm/81106s01.htm
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Committee: 13th sitting: House of Commons,11.11.2008,17,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmpublic/banking/081111/am/81111s01.htm
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Committee: 14th sitting: House of Commons,11.11.2008,18,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmpublic/banking/081111/pm/81111s01.htm
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Committee: 15th sitting: House of Commons,13.11.2008,19,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmpublic/banking/081113/am/81113s01.htm
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Committee: 16th sitting: House of Commons,13.11.2008,20,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmpublic/banking/081113/pm/81113s01.htm
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Committee: 17th sitting: House of Commons,18.11.2008,21,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmpublic/banking/081118/am/81118s01.htm
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Report stage: House of Commons,26.11.2008,22,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm081126/debtext/81126-0016.htm#08112644000013
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Programme motion (No.2): House of Commons,26.11.2008,23,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm081126/debtext/81126-0016.htm#08112644000013
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,1st Reading: House of Commons,04.12.2008,24,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200809/cmhansrd/cm081204/debtext/81204-0006.htm#08120434000009
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,2nd Reading: House of Commons,04.12.2008,25,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200809/cmhansrd/cm081204/debtext/81204-0006.htm#08120434000009
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,3rd Reading: House of Commons,17.12.2008,26,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200809/cmhansrd/cm081217/debtext/81217-0007.htm#08121768000002
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,1st Reading: House of Lords,17.12.2008,27,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/ld200809/ldhansrd/text/81217-0002.htm#08121767000411
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Programme motion (No.3): House of Commons,17.12.2008,28,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200809/cmhansrd/cm081217/debtext/81217-0007.htm#08121768000015
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,2nd Reading: House of Lords,18.12.2008,29,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/ld200809/ldhansrd/text/81218-0002.htm#08121892000777
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Committee: 1st sitting: House of Lords,13.01.2009,30,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/ld200809/ldhansrd/text/90113-0002.htm#09011350000376
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Committee: 2nd sitting: House of Lords,14.01.2009,31,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/ld200809/ldhansrd/text/90114-0004.htm#09011435000447
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Committee: 3rd sitting: House of Lords,19.01.2009,32,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/ld200809/ldhansrd/index/090119.html
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Committee: 4th sitting: House of Lords,20.01.2009,33,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/ld200809/ldhansrd/text/90120-0002.htm#09012033000176
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Committee: 5th sitting: House of Lords,26.01.2009,34,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/ld200809/ldhansrd/text/90126-0002.htm#09012615000713
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Report: 1st sitting: House of Lords,02.02.2009,35,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/ld200809/ldhansrd/text/90202-0003.htm#0902021000374
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Report: 2nd sitting: House of Lords,03.02.2009,36,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/ld200809/ldhansrd/text/90203-0002.htm#09020313000494
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,3rd Reading: House of Lords,09.02.2009,37,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/ld200809/ldhansrd/text/90209-0002.htm#0902091000413
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Ping Pong: House of Commons,10.02.2009,38,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200809/cmhansrd/cm090210/debtext/90210-0007.htm#09021057000001
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Programme motion (No.4): House of Commons,10.02.2009,39,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200809/cmhansrd/cm090210/debtext/90210-0007.htm#09021057000002
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Money resolution: House of Commons,10.02.2009,40,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/cm200809/cmhansrd/cm090210/debtext/90210-0004.htm#09021037000002
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Ping Pong: House of Lords,11.02.2009,41,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/ld200809/ldhansrd/text/90211-0002.htm#09021171000386
http://services.parliament.uk//bills/2007-08/banking.html,2007-08,Banking Act,G,Yes,Yes,Yes,12.02.2009,Royal Assent,12.02.2009,42,42,1st Reading: House of Commons,07.10.2008,http://www.publications.parliament.uk/pa/ld200809/ldhansrd/text/90212-0001.htm#09021263000461
http://services.parliament.uk//bills/2007-08/bankingspecialprovisions.html,2007-08,Banking (Special Provisions) Act,G,Yes,Yes,Yes,21.02.2008,1st Reading: House of Commons,19.02.2008,1,15,1st Reading: House of Commons,19.02.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm080219/debtext/80219-0004.htm#08021984000012
http://services.parliament.uk//bills/2007-08/bankingspecialprovisions.html,2007-08,Banking (Special Provisions) Act,G,Yes,Yes,Yes,21.02.2008,2nd Reading: House of Commons,19.02.2008,2,15,1st Reading: House of Commons,19.02.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm080219/debtext/80219-0006.htm#08021984000001
http://services.parliament.uk//bills/2007-08/bankingspecialprovisions.html,2007-08,Banking (Special Provisions) Act,G,Yes,Yes,Yes,21.02.2008,Committee Stage : 1st Sitting: House of Commons,19.02.2008,3,15,1st Reading: House of Commons,19.02.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm080219/debtext/80219-0017.htm#08021995000001
http://services.parliament.uk//bills/2007-08/bankingspecialprovisions.html,2007-08,Banking (Special Provisions) Act,G,Yes,Yes,Yes,21.02.2008,3rd Reading: House of Commons,19.02.2008,4,15,1st Reading: House of Commons,19.02.2008,http://www.publications.parliament.uk/pa/pabills/no_debate.htm
http://services.parliament.uk//bills/2007-08/bankingspecialprovisions.html,2007-08,Banking (Special Provisions) Act,G,Yes,Yes,Yes,21.02.2008,3rd Reading: House of Commons,19.02.2008,5,15,1st Reading: House of Commons,19.02.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm080219/debtext/80219-0022.htm
http://services.parliament.uk//bills/2007-08/bankingspecialprovisions.html,2007-08,Banking (Special Provisions) Act,G,Yes,Yes,Yes,21.02.2008,Programme Motion: House of Commons,19.02.2008,6,15,1st Reading: House of Commons,19.02.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm080219/debtext/80219-0004.htm#08021984000003
http://services.parliament.uk//bills/2007-08/bankingspecialprovisions.html,2007-08,Banking (Special Provisions) Act,G,Yes,Yes,Yes,21.02.2008,Money Resolution: House of Commons,19.02.2008,7,15,1st Reading: House of Commons,19.02.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm080219/debtext/80219-0016.htm#08021995000002
http://services.parliament.uk//bills/2007-08/bankingspecialprovisions.html,2007-08,Banking (Special Provisions) Act,G,Yes,Yes,Yes,21.02.2008,1st Reading: House of Lords,20.02.2008,8,15,1st Reading: House of Commons,19.02.2008,http://www.publications.parliament.uk/pa/ld200708/ldhansrd/text/80220-0002.htm#08022081000002
http://services.parliament.uk//bills/2007-08/bankingspecialprovisions.html,2007-08,Banking (Special Provisions) Act,G,Yes,Yes,Yes,21.02.2008,2nd Reading: House of Lords,20.02.2008,9,15,1st Reading: House of Commons,19.02.2008,http://www.publications.parliament.uk/pa/ld200708/ldhansrd/text/80220-0004.htm#08022081000005
http://services.parliament.uk//bills/2007-08/bankingspecialprovisions.html,2007-08,Banking (Special Provisions) Act,G,Yes,Yes,Yes,21.02.2008,Committee Stage : 1st Sitting: House of Lords,21.02.2008,10,15,1st Reading: House of Commons,19.02.2008,http://www.publications.parliament.uk/pa/ld200708/ldhansrd/text/80221-0002.htm#080221100000002
http://services.parliament.uk//bills/2007-08/bankingspecialprovisions.html,2007-08,Banking (Special Provisions) Act,G,Yes,Yes,Yes,21.02.2008,Report Stage: House of Lords,21.02.2008,11,15,1st Reading: House of Commons,19.02.2008,http://www.publications.parliament.uk/pa/ld200708/ldhansrd/text/80221-0013.htm#080221123000001
http://services.parliament.uk//bills/2007-08/bankingspecialprovisions.html,2007-08,Banking (Special Provisions) Act,G,Yes,Yes,Yes,21.02.2008,3rd Reading: House of Lords,21.02.2008,12,15,1st Reading: House of Commons,19.02.2008,http://www.publications.parliament.uk/pa/ld200708/ldhansrd/text/80221-0013.htm#080221123000001
http://services.parliament.uk//bills/2007-08/bankingspecialprovisions.html,2007-08,Banking (Special Provisions) Act,G,Yes,Yes,Yes,21.02.2008,Lords Amendments: House of Commons,21.02.2008,13,15,1st Reading: House of Commons,19.02.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm080221/debtext/80221-0020.htm#080221137000001
http://services.parliament.uk//bills/2007-08/bankingspecialprovisions.html,2007-08,Banking (Special Provisions) Act,G,Yes,Yes,Yes,21.02.2008,Commons Amendments: House of Lords,21.02.2008,14,15,1st Reading: House of Commons,19.02.2008,http://www.publications.parliament.uk/pa/ld200708/ldhansrd/text/80221-0015.htm#0802222000003
http://services.parliament.uk//bills/2007-08/bankingspecialprovisions.html,2007-08,Banking (Special Provisions) Act,G,Yes,Yes,Yes,21.02.2008,Royal Assent,21.02.2008,15,15,1st Reading: House of Commons,19.02.2008,http://www.publications.parliament.uk/pa/ld200708/ldhansrd/text/80221-0017.htm#0802222000004
http://services.parliament.uk//bills/2007-08/boroughfreedom.html,2007-08,Borough Freedom  Bill,PMB-C,Yes,No,No,NA,1st Reading: House of Commons,05.12.2007,1,1,1st Reading: House of Commons,05.12.2007,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm071205/debtext/71205-0008.htm
http://services.parliament.uk//bills/2007-08/boroughfreedomno2hl.html,2007-08,Borough Freedom (No. 2) Bill [HL],PMB-L,Yes,No,No,NA,1st Reading: House of Lords,02.04.2008,1,1,1st Reading: House of Lords,02.04.2008,http://www.publications.parliament.uk/pa/ld200708/ldhansrd/text/80402-0002.htm#08040251000002
http://services.parliament.uk//bills/2007-08/bournemouthboroughcouncilhl.html,2007-08,Bournemouth Borough Council Act,PB,No,No,Yes,08.04.2010,Petition to introduce a Private Bill presented to Parliament,27.11.2006,1,21,Petition to introduce a Private Bill presented to Parliament,27.11.2006,http://www.publications.parliament.uk/pa/ld200607/minutes/061128/ldordpap.htm#minproc
http://services.parliament.uk//bills/2007-08/bournemouthboroughcouncilhl.html,2007-08,Bournemouth Borough Council Act,PB,No,No,Yes,08.04.2010,1st reading: House of Lords,22.01.2007,2,21,Petition to introduce a Private Bill presented to Parliament,27.11.2006,http://www.publications.parliament.uk/pa/ld200607/minutes/070123/ldordpap.htm#minproc
http://services.parliament.uk//bills/2007-08/bournemouthboroughcouncilhl.html,2007-08,Bournemouth Borough Council Act,PB,No,No,Yes,08.04.2010,2nd reading: House of Lords,20.02.2007,3,21,Petition to introduce a Private Bill presented to Parliament,27.11.2006,http://www.publications.parliament.uk/pa/ld200607/ldhansrd/text/70220-0002.htm#07022051000002
http://services.parliament.uk//bills/2007-08/bournemouthboroughcouncilhl.html,2007-08,Bournemouth Borough Council Act,PB,No,No,Yes,08.04.2010,Opposed Bill Committee - 1st day: House of Lords,03.07.2007,4,21,Petition to introduce a Private Bill presented to Parliament,27.11.2006,http://www.publications.parliament.uk/pa/ld200607/ldselect/ldobcbm0607/corr/cbm102.htm
http://services.parliament.uk//bills/2007-08/bournemouthboroughcouncilhl.html,2007-08,Bournemouth Borough Council Act,PB,No,No,Yes,08.04.2010,Opposed Bill Committee - 2nd day: House of Lords,10.07.2007,5,21,Petition to introduce a Private Bill presented to Parliament,27.11.2006,http://www.publications.parliament.uk/pa/ld200607/ldselect/ldobcbm0607/corr/cbm202.htm
http://services.parliament.uk//bills/2007-08/bournemouthboroughcouncilhl.html,2007-08,Bournemouth Borough Council Act,PB,No,No,Yes,08.04.2010,Motion to carry-over Bill to next session: House of Lords,22.10.2007,6,21,Petition to introduce a Private Bill presented to Parliament,27.11.2006,http://www.publications.parliament.uk/pa/ld200607/ldhansrd/text/71022-0002.htm#0710224000006
http://services.parliament.uk//bills/2007-08/bournemouthboroughcouncilhl.html,2007-08,Bournemouth Borough Council Act,PB,No,No,Yes,08.04.2010,Motion to carry-over Bill to next session: House of Commons,24.10.2007,7,21,Petition to introduce a Private Bill presented to Parliament,27.11.2006,http://www.publications.parliament.uk/pa/cm200607/cmhansrd/cm071024/debtext/71024-0001.htm#07102442000009
http://services.parliament.uk//bills/2007-08/bournemouthboroughcouncilhl.html,2007-08,Bournemouth Borough Council Act,PB,No,No,Yes,08.04.2010,Bill reintroduced and other formal stages: House of Lords,08.11.2007,8,21,Petition to introduce a Private Bill presented to Parliament,27.11.2006,http://www.publications.parliament.uk/pa/ld200708/ldhansrd/text/71108-0014.htm#07110863000002
http://services.parliament.uk//bills/2007-08/bournemouthboroughcouncilhl.html,2007-08,Bournemouth Borough Council Act,PB,No,No,Yes,08.04.2010,3rd reading: House of Lords,29.11.2007,9,21,Petition to introduce a Private Bill presented to Parliament,27.11.2006,http://www.publications.parliament.uk/pa/ld200708/ldhansrd/text/71129-0014.htm#07112977000002
http://services.parliament.uk//bills/2007-08/bournemouthboroughcouncilhl.html,2007-08,Bournemouth Borough Council Act,PB,No,No,Yes,08.04.2010,1st reading: House of Commons,29.11.2007,10,21,Petition to introduce a Private Bill presented to Parliament,27.11.2006,http://www.publications.parliament.uk/pa/cm200708/cmvote/71129v01.htm
http://services.parliament.uk//bills/2007-08/bournemouthboroughcouncilhl.html,2007-08,Bournemouth Borough Council Act,PB,No,No,Yes,08.04.2010,2nd reading - 1st day: House of Commons,12.06.2008,11,21,Petition to introduce a Private Bill presented to Parliament,27.11.2006,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm080612/debtext/80612-0014.htm#column_519
http://services.parliament.uk//bills/2007-08/bournemouthboroughcouncilhl.html,2007-08,Bournemouth Borough Council Act,PB,No,No,Yes,08.04.2010,2nd reading - 2nd day: House of Commons,29.10.2008,12,21,Petition to introduce a Private Bill presented to Parliament,27.11.2006,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm081029/debtext/81029-0013.htm#08102932000002
http://services.parliament.uk//bills/2007-08/bournemouthboroughcouncilhl.html,2007-08,Bournemouth Borough Council Act,PB,No,No,Yes,08.04.2010,Opposed Bill Committee - 1st day: House of Commons,30.06.2009,13,21,Petition to introduce a Private Bill presented to Parliament,27.11.2006,http://www.publications.parliament.uk/pa/cm200809/cmprbill/001/pet/090630/bm01.htm
http://services.parliament.uk//bills/2007-08/bournemouthboroughcouncilhl.html,2007-08,Bournemouth Borough Council Act,PB,No,No,Yes,08.04.2010,Opposed Bill Committee - 2nd day: House of Commons,01.07.2009,14,21,Petition to introduce a Private Bill presented to Parliament,27.11.2006,http://www.publications.parliament.uk/pa/cm200809/cmprbill/001/pet/090701/bm02.htm
